"precinct","office","candidate","party_detailed","party_simplified","votes","county_name","jurisdiction_name","year","stage","state","special","date","county_fips"
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",271,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","ROBERT F. KENNEDY JR. & NICOLE  SHANAHAN","WE THE PEOPLE","OTHER",8,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","SHONDRA IRVING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","SUSAN MAUDE BUCHSER (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","TOM HOEFLING & ANDY  PRIOR  (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",4,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CHERUNDA LYNN FOX (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CLAUDIA DE LA CRUZ & KARINA  GARCIA  (W/I)","PARTY FOR SOCIALISM AND LIBERATION","LIBERTARIAN",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CORNEL WEST & MELINA  ABDULLAH  (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DONALD J TRUMP & JD  VANCE","REPUBLICAN","REPUBLICAN",329,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",354,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","ROBERT F. KENNEDY JR. & NICOLE  SHANAHAN","WE THE PEOPLE","OTHER",9,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","SHONDRA IRVING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","SUSAN MAUDE BUCHSER (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","TOM HOEFLING & ANDY  PRIOR  (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",5,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CHERUNDA LYNN FOX (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CLAUDIA DE LA CRUZ & KARINA  GARCIA  (W/I)","PARTY FOR SOCIALISM AND LIBERATION","LIBERTARIAN",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CORNEL WEST & MELINA  ABDULLAH  (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DONALD J TRUMP & JD  VANCE","REPUBLICAN","REPUBLICAN",411,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",365,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","ROBERT F. KENNEDY JR. & NICOLE  SHANAHAN","WE THE PEOPLE","OTHER",14,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","SHONDRA IRVING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","SUSAN MAUDE BUCHSER (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","TOM HOEFLING & ANDY  PRIOR  (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",2,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CHERUNDA LYNN FOX (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CLAUDIA DE LA CRUZ & KARINA  GARCIA  (W/I)","PARTY FOR SOCIALISM AND LIBERATION","LIBERTARIAN",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CORNEL WEST & MELINA  ABDULLAH  (W/I)","INDEPENDENT","OTHER",1,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DONALD J TRUMP & JD  VANCE","REPUBLICAN","REPUBLICAN",378,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",270,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","ROBERT F. KENNEDY JR. & NICOLE  SHANAHAN","WE THE PEOPLE","OTHER",10,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","SHONDRA IRVING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","SUSAN MAUDE BUCHSER (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","TOM HOEFLING & ANDY  PRIOR  (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",3,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CHERUNDA LYNN FOX (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CLAUDIA DE LA CRUZ & KARINA  GARCIA  (W/I)","PARTY FOR SOCIALISM AND LIBERATION","LIBERTARIAN",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CORNEL WEST & MELINA  ABDULLAH  (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DONALD J TRUMP & JD  VANCE","REPUBLICAN","REPUBLICAN",77,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",49,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","ROBERT F. KENNEDY JR. & NICOLE  SHANAHAN","WE THE PEOPLE","OTHER",3,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","SHONDRA IRVING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","SUSAN MAUDE BUCHSER (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","TOM HOEFLING & ANDY  PRIOR  (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",9,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CHERUNDA LYNN FOX (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","JØHN$§ SMÎT#H (W/I)","PARTY FOR SOCIALISM AND LIBERATION","LIBERTARIAN",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CORNEL WEST & MELINA  ABDULLAH  (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DONALD J TRUMP & JD  VANCE","REPUBLICAN","REPUBLICAN",434,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",306,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","ROBERT F. KENNEDY JR. & NICOLE  SHANAHAN","WE THE PEOPLE","OTHER",7,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","SHONDRA IRVING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","SUSAN MAUDE BUCHSER (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","TOM HOEFLING & ANDY  PRIOR  (W/I)","INDEPENDENT","OTHER",1,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",12,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CHERUNDA LYNN FOX (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CLAUDIA DE LA CRUZ & KARINA  GARCIA  (W/I)","PARTY FOR SOCIALISM AND LIBERATION","LIBERTARIAN",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CORNEL WEST & MELINA  ABDULLAH  (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DONALD J TRUMP & JD  VANCE","REPUBLICAN","REPUBLICAN",712,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",280,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","ROBERT F. KENNEDY JR. & NICOLE  SHANAHAN","WE THE PEOPLE","OTHER",18,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","SHONDRA IRVING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","SUSAN MAUDE BUCHSER (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","TOM HOEFLING & ANDY  PRIOR  (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CHERUNDA LYNN FOX (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CLAUDIA DE LA CRUZ & KARINA  GARCIA  (W/I)","PARTY FOR SOCIALISM AND LIBERATION","LIBERTARIAN",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","CORNEL WEST & MELINA  ABDULLAH  (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DONALD J TRUMP & JD  VANCE","REPUBLICAN","REPUBLICAN",5,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",4,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",0,"CEDAR COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18339
